0,0,0,0.9130434782608695
0,0,1,0.85
0,0,2,0.8387096774193549
0,0,3,0.6666666666666666
0,1,0,0.9411764705882353
0,1,1,0.6111111111111112
0,1,2,0.8076923076923077
0,1,3,0.0
0,2,0,0.7741935483870968
0,2,1,0.75
0,2,2,0.90625
0,2,3,0.0
0,3,0,0.88
0,3,1,0.8
0,3,2,0.25
0,3,3,0.7741935483870968
0,4,0,0.9354838709677419
0,4,1,0.7142857142857143
0,4,2,0.6666666666666666
0,4,3,0.9545454545454546
0,5,0,0.8571428571428571
0,5,1,0.90625
0,5,2,0.7333333333333333
0,5,3,0.0
0,6,0,0.896551724137931
0,6,1,0.6
0,6,2,0.5714285714285714
0,6,3,0.96875
0,7,0,0.9090909090909091
0,7,1,0.6842105263157895
0,7,2,1.0
0,7,3,0.0
0,8,0,0.8333333333333334
0,8,1,0.9375
0,8,2,0.7272727272727273
0,8,3,1.0
0,9,0,0.9615384615384616
0,9,1,0.6
0,9,2,0.8235294117647058
0,9,3,0.8666666666666667
1,0,0,0.875
1,0,1,0.8095238095238095
1,0,2,0.9166666666666666
1,0,3,0.0
1,1,0,0.6470588235294118
1,1,1,0.8571428571428571
1,1,2,0.9
1,1,3,0.5
1,2,0,0.8333333333333334
1,2,1,0.9411764705882353
1,2,2,1.0
1,2,3,0.7333333333333333
1,3,0,0.9354838709677419
1,3,1,0.8
1,3,2,0.7142857142857143
1,3,3,0.6
1,4,0,0.9259259259259259
1,4,1,1.0
1,4,2,0.7692307692307693
1,4,3,0.8648648648648649
1,5,0,0.8666666666666667
1,5,1,0.8620689655172413
1,5,2,0.75
1,5,3,0.8
1,6,0,0.7692307692307693
1,6,1,0.9166666666666666
1,6,2,0.8461538461538461
1,6,3,0.4
1,7,0,0.8636363636363636
1,7,1,0.9032258064516129
1,7,2,0.9130434782608695
1,7,3,0.75
1,8,0,0.8387096774193549
1,8,1,0.7
1,8,2,0.96
1,8,3,0.0
1,9,0,0.6470588235294118
1,9,1,0.8125
1,9,2,0.9615384615384616
1,9,3,0.4
2,0,0,1.0
2,0,1,0.6666666666666666
2,0,2,0.7272727272727273
2,0,3,1.0
2,1,0,0.9259259259259259
2,1,1,0.6
2,1,2,0.8333333333333334
2,1,3,0.75
2,2,0,0.5
2,2,1,0.9230769230769231
2,2,2,0.8260869565217391
2,2,3,0.84
2,3,0,0.6923076923076923
2,3,1,0.9230769230769231
2,3,2,0.868421052631579
2,3,3,0.6666666666666666
2,4,0,0.8461538461538461
2,4,1,0.6153846153846154
2,4,2,0.8888888888888888
2,4,3,0.4
2,5,0,0.5
2,5,1,0.9333333333333333
2,5,2,0.84375
2,5,3,0.75
2,6,0,0.5
2,6,1,0.75
2,6,2,0.9666666666666667
2,6,3,0.6
2,7,0,0.72
2,7,1,0.9629629629629629
2,7,2,0.8333333333333334
2,7,3,0.5
2,8,0,0.9117647058823529
2,8,1,1.0
2,8,2,0.65
2,8,3,0.96
2,9,0,0.8333333333333334
2,9,1,0.5
2,9,2,0.5882352941176471
2,9,3,0.9459459459459459
3,0,0,0.8275862068965517
3,0,1,0.9354838709677419
3,0,2,0.8888888888888888
3,0,3,0.0
3,1,0,0.6923076923076923
3,1,1,0.9310344827586207
3,1,2,0.8823529411764706
3,1,3,0.5
3,2,0,0.8888888888888888
3,2,1,0.7142857142857143
3,2,2,0.65
3,2,3,0.9230769230769231
3,3,0,0.8333333333333334
3,3,1,0.7666666666666667
3,3,2,0.9666666666666667
3,3,3,1.0
3,4,0,0.9354838709677419
3,4,1,0.8620689655172413
3,4,2,0.75
3,4,3,0.875
3,5,0,0.926829268292683
3,5,1,0.7692307692307693
3,5,2,0.6666666666666666
3,5,3,0.8260869565217391
3,6,0,0.8518518518518519
