0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
24,2
25,0
26,1
27,1
28,2
29,2
31,2
32,1
33,2
34,0
38,1
40,2
41,2
42,2
43,0
44,2
45,1
46,1
47,2
48,2
49,0
50,2
51,2
52,2
53,2
54,2
55,2
56,2
57,0
58,2
59,2
60,2
61,2
62,2
63,2
64,1
65,2
66,2
67,0
68,2
69,1
70,1
71,2
72,1
74,0
75,2
78,2
79,2
80,1
81,2
82,2
83,1
84,1
85,0
86,2
87,2
88,2
89,1
90,2
91,2
92,2
93,0
94,2
95,2
96,2
97,2
98,2
100,2
101,2
102,0
103,2
104,0
105,1
106,0
107,2
108,1
109,0
111,2
112,2
113,2
114,2
115,0
116,1
117,1
119,2
120,2
121,2
122,0
123,0
124,1
125,2
126,2
127,2
128,0
129,0
130,1
131,2
132,2
133,1
134,2
135,1
136,1
137,1
138,1
139,2
140,1
141,1
142,1
143,1
144,2
145,2
146,0
147,2
148,2
149,2
150,1
151,2
152,2
153,2
155,0
156,0
157,2
158,2
159,0
160,2
161,1
162,1
163,0
164,1
165,0
166,2
167,2
168,0
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,2
177,2
178,0
179,2
180,2
181,2
182,1
183,1
184,1
185,2
186,0
187,1
188,1
189,1
190,0
191,1
192,0
193,1
194,2
195,2
196,2
197,0
198,1
199,1
200,2
202,2
203,2
204,1
205,2
206,2
207,2
208,2
209,2
210,2
211,0
212,2
213,2
214,2
215,2
216,1
217,2
218,2
219,2
220,2
221,0
222,2
223,2
224,2
225,1
226,2
227,1
228,2
229,2
230,2
231,2
232,0
233,2
234,1
235,1
236,0
237,1
238,1
239,2
240,2
241,0
242,2
243,2
244,1
245,0
246,2
247,2
248,2
249,0
250,2
251,1
252,2
253,2
254,2
255,0
256,1
257,1
258,2
259,0
260,0
261,0
262,2
263,2
264,2
265,2
266,1
267,1
268,1
269,1
270,2
271,0
272,2
273,2
274,2
275,2
276,0
277,2
278,2
279,2
280,2
281,0
282,2
283,2
284,2
285,1
286,0
287,0
288,2
289,2
290,2
291,2
292,1
293,0
294,1
295,2
296,2
297,2
298,1
299,2
300,2
301,2
302,1
303,2
304,0
305,0
306,2
307,2
308,0
309,0
310,0
311,1
312,1
313,1
314,2
315,0
316,1
317,0
318,1
319,0
320,1
321,0
322,0
323,2
324,0
325,2
326,1
327,2
328,1
329,1
330,1
331,0
332,0
333,0
334,0
335,0
336,0
337,1
338,2
339,2
340,2
341,2
342,2
343,2
344,1
345,2
346,0
347,2
348,2
349,0
350,0
351,0
352,1
353,2
354,2
355,2
356,2
357,0
358,1
359,0
360,2
361,2
362,0
363,0
364,1
365,2
366,2
367,2
368,2
369,1
370,1
371,2
372,2
373,1
374,0
375,1
376,2
377,0
378,1
379,2
380,1
381,2
382,1
383,2
384,2
385,2
386,2
387,1
388,0
389,1
390,0
391,1
392,1
393,2
394,0
395,0
396,0
397,2
398,1
399,1
400,1
401,2
402,2
403,2
404,0
405,2
406,2
407,0
408,2
409,1
410,1
411,1
412,2
413,2
414,2
415,2
416,1
417,2
418,1
419,2
420,1
421,1
422,0
423,2
424,2
425,2
426,0
427,1
428,0
429,2
430,1
431,2
432,2
433,2
434,2
435,1
436,2
437,1
438,2
439,0
440,0
441,2
442,0
443,2
444,0
445,2
446,0
447,2
448,0
449,0
450,2
451,2
452,0
453,2
454,2
455,2
456,2
457,1
458,2
459,1
460,0
461,0
462,2
463,2
464,1
465,0
466,1
467,0
468,1
469,2
470,2
471,2
472,2
473,2
474,0
475,2
476,2
477,0
478,0
479,0
480,0
481,2
482,1
483,2
484,2
485,2
486,0
487,0
488,2
489,2
490,2
491,2
492,1
493,2
494,0
495,2
496,2
497,2
498,2
499,0
500,2
501,1
502,2
503,0
504,2
505,0
506,2
507,2
508,2
509,2
510,2
511,2
512,2
513,0
514,2
515,1
516,2
517,1
518,0
519,2
520,0
521,0
522,0
523,2
524,0
525,2
526,0
527,0
528,2
529,1
530,2
531,1
532,0
533,2
534,1
535,2
536,2
537,0
538,2
539,0
540,2
541,0
542,2
543,1
544,2
545,0
546,2
547,2
548,0
549,2
550,2
551,2
552,2
553,2
555,0
556,2
557,1
558,2
559,0
560,2
561,0
562,2
