0,0,60.340732574298386
0,1,61.269907052835585
0,2,61.65665425846481
0,3,61.62917085324344
0,4,60.760984499734455
0,5,59.580742417659096
0,6,59.11642643738814
0,7,59.22016049889082
0,8,60.53254439213137
0,9,59.39696753666565
1,0,60.78936947540692
1,1,61.36633274094852
1,2,59.36063381327518
1,3,60.368559694230996
1,4,59.92954805645872
1,5,60.22467677418895
1,6,60.81555422062443
1,7,59.508260655520544
1,8,60.17583028017438
1,9,60.850152848600096
2,0,60.24688042274411
2,1,60.64353172271671
2,2,61.111174971081134
2,3,60.084475235055976
2,4,62.06109304355846
2,5,60.459242994519045
2,6,59.706818146907544
2,7,59.440439114666574
2,8,60.35416880314537
2,9,59.37767318655143
3,0,60.262764154971606
3,1,59.96546735258213
3,2,60.80822707789932
3,3,61.84459554345459
3,4,60.38818265036194
3,5,59.733490841257556
3,6,60.89021410380579
3,7,59.92562151387773
3,8,60.50678161487987
3,9,59.30530604146604
4,0,59.956914741542676
4,1,60.65838813492856
4,2,59.15054582382584
4,3,60.32586335282974
4,4,60.27548723363547
4,5,61.25754196413109
4,6,61.10007033193796
4,7,59.66572004862344
4,8,61.132274755138944
4,9,60.00606307934307
5,0,61.14404950908712
5,1,59.94908867223424
5,2,60.80283088549206
5,3,61.410496456712536
5,4,60.857842181319505
5,5,60.92188181499763
5,6,60.1617530578261
5,7,60.283479733721954
5,8,58.19104324250568
5,9,59.73239953983415
6,0,60.86978159690641
6,1,60.68494787784469
6,2,60.54105907138382
6,3,60.06230009164125
6,4,60.824356397977915
6,5,60.96348411613949
6,6,59.19085390587966
6,7,61.333105912846115
6,8,60.009104379970424
6,9,59.15166049302849
7,0,60.729823152206365
7,1,60.824067167364234
7,2,59.6921655597067
7,3,61.78584852770015
7,4,61.55772782233546
7,5,60.29614897986685
7,6,59.90520690188821
7,7,60.737259903382274
7,8,59.39390041283403
7,9,58.6846597561529
8,0,59.8263373631918
8,1,60.601737735339846
8,2,59.63168843971189
8,3,60.202895396380825
8,4,61.486675143291315
8,5,60.30662045827563
8,6,60.26912941233818
8,7,61.99126711988848
8,8,59.641278694545434
8,9,59.5455364718109
9,0,60.65994081573593
9,1,60.299519204413
9,2,60.784260676842365
9,3,59.73604167917069
9,4,60.331333342174815
9,5,60.99698552906752
9,6,59.54513512948333
9,7,60.06318491696028
9,8,60.544716388750885
9,9,60.525876114091886
