0,0,52.813959684917855
0,1,53.4110404540215
0,2,54.321027211325614
0,3,53.83832549233344
0,4,52.66567344697285
0,5,53.77437544551623
0,6,54.523258696541546
0,7,53.566326832079994
0,8,52.99044331898532
0,9,53.72304823411199
1,0,53.36778961582408
1,1,54.39876624675525
1,2,53.61227199478757
1,3,53.37701089216891
1,4,53.981982408812
1,5,54.17153635834005
1,6,53.11354818740924
1,7,53.267149609438675
1,8,52.67856119486909
1,9,54.030395940452834
2,0,54.6044947013188
2,1,53.65178154415146
2,2,53.05547968560492
2,3,52.98785843912557
2,4,53.20707733382563
2,5,54.33802553295889
2,6,52.776701731308435
2,7,53.77101506553231
2,8,53.56015138948088
2,9,53.61477995381657
3,0,54.46497818874151
3,1,54.12750424110071
3,2,53.762828213200216
3,3,53.58933693129382
3,4,52.885080935904774
3,5,53.92834856720329
3,6,53.48310891300977
3,7,53.73545957569234
3,8,52.93268373620663
3,9,52.94987724214059
4,0,53.260386658712164
4,1,53.706526124151274
4,2,53.82227364208056
4,3,53.12352625899298
4,4,53.91724543225084
4,5,53.58488655312475
4,6,54.0924640040147
4,7,52.33709458651708
4,8,54.35505274873187
4,9,53.139471305202136
5,0,53.68865556626179
5,1,53.693970529421776
5,2,53.51115584831953
5,3,54.05003367880544
5,4,53.656438981169444
5,5,52.26328438937771
5,6,53.86201071988851
5,7,54.48507417717515
5,8,52.983552625009835
5,9,53.90265033148643
6,0,52.95633651160555
6,1,53.83439801951712
6,2,52.983491639081066
6,3,54.33687844796202
6,4,54.21069885388602
6,5,53.23522612262822
6,6,53.35690576791855
6,7,53.77746008265987
6,8,53.32555876464578
6,9,53.81536390426042
7,0,53.07208800056588
7,1,53.672179790867965
7,2,54.03156953071232
7,3,53.4863988321374
7,4,54.27619288442581
7,5,53.519037951426554
7,6,53.98322259620306
7,7,52.82356711050876
7,8,53.363614212037035
7,9,53.55310796157883
8,0,54.259277949529704
8,1,53.961709851544214
8,2,53.36298383325266
8,3,52.876311997562794
8,4,52.850340207093836
8,5,54.06306733414704
8,6,53.10670314957734
8,7,54.28593618063589
8,8,53.22323467337767
8,9,53.65164874495881
9,0,53.178254418605796
9,1,53.059820327196476
9,2,54.313052850792474
9,3,53.77005797767701
9,4,52.82212733675152
9,5,53.189217067825
9,6,54.62951802356566
9,7,53.14505217009728
9,8,53.15462649739507
9,9,54.763293446023496
