0,0.4561861025695263,0.367271683635665,0.3688916983841252,0.37051171313258546,3.5951118019439843,0.01639304786374396,0.16847769274023894,0.3205623376167339,2.707694384638089,18.63110568717304,0.0,0.162913,0.5,-4.129410053212306e-15,-5.918508220058081e-17,1.3322676295501896e-15,-3.0,-2.04,-1.9999999999999998,7.0,4.0,13.0,7.0,4.0,3.0,1.0,2.0,3.0,0.7559289460184544,3.0,3.0,3.0,0.0
1,0.7259101060407926,0.367271683635665,0.3688916983841252,0.37051171313258546,3.7835473283902643,0.05749387335569223,0.2497661697652247,0.44203846617475717,2.9063588024076035,12.241999087480867,0.0,0.162913,0.5,-4.129410053212306e-15,-5.918508220058081e-17,1.3322676295501896e-15,-3.0,-2.04,-1.9999999999999998,11.0,6.0,33.0,17.0,10.0,5.333333333333333,2.9814239699997196,3.0,4.352941176470588,0.903664205631601,8.0,8.0,8.0,0.0
10,0.8356661472318525,0.367271683635665,0.3688916983841252,0.37051171313258546,3.961217477416259,0.1680748013292641,0.18185206193029035,0.1956293225313166,4.595307517338956,17.187329618415482,0.0,0.162913,0.5,-4.129410053212306e-15,-5.918508220058081e-17,1.3322676295501896e-15,-3.0,-2.04,-1.9999999999999998,10.0,7.0,45.0,23.0,12.0,6.285714285714286,3.614031611621005,2.0,5.086956521739131,1.1763260224755376,12.0,10.0,11.0,1.0
100,0.9149263727797274,0.367271683635665,0.3688916983841252,0.37051171313258546,3.9934858792674217,0.09198831025728005,0.22884388562700275,0.36569946099672546,3.9980372220693035,13.452662272591805,0.0,0.162913,0.5,-4.129410053212306e-15,-5.918508220058081e-17,1.3322676295501896e-15,-3.0,-2.04,-1.9999999999999998,10.0,14.0,177.0,89.0,24.0,12.571428571428571,8.989790127172729,4.0,7.932584269662922,2.3692683780848904,45.0,43.0,44.0,1.0
101,0.9169567260822411,0.367271683635665,0.3688916983841252,0.37051171313258546,4.144911977506763,0.04152728528563898,0.07944814069017436,0.11736899609470974,11.541575650689134,40.62971421839372,0.0,0.162913,0.5,-4.129410053212306e-15,-5.918508220058081e-17,1.3322676295501896e-15,-3.0,-2.04,-1.9999999999999998,9.0,12.0,211.0,106.0,34.0,17.5,11.198958284888228,2.0,8.528301886792454,2.097651639198083,58.0,47.0,52.5,5.5
102,0.999953833266239,0.367271683635665,0.3688916983841252,0.37051171313258546,4.237619699739083,0.04763180271477552,0.0697375256418531,0.09184324856893067,14.338820083775886,46.42645170837196,0.0,0.162913,0.5,-4.129410053212306e-15,-5.918508220058081e-17,1.3322676295501896e-15,-3.0,-2.04,-1.9999999999999998,9.0,15.0,303.0,152.0,48.0,20.133333333333333,16.189983185771244,2.0,9.493421052631579,2.3924132017646618,84.0,67.0,75.5,8.5
103,0.7780113035465377,0.367271683635665,0.3688916983841252,0.37051171313258546,4.028593247939266,0.028008771453554182,0.05682144772196818,0.08563412399038217,13.692211915356475,57.20695397093861,0.0,0.162913,0.5,-4.129410053212306e-15,-5.918508220058081e-17,1.3322676295501896e-15,-3.0,-2.04,-1.9999999999999998,13.0,17.0,207.0,104.0,24.0,12.117647058823529,8.130424726198115,2.0,10.288461538461538,3.1915545914270638,54.0,49.0,51.5,2.5
104,0.9043814577244937,0.367271683635665,0.3688916983841252,0.37051171313258546,4.154244118862801,0.04280023037707448,0.057540730976389565,0.07228123157570465,15.717239638397793,56.47934264984936,0.0,0.162913,0.5,-4.129410053212306e-15,-5.918508220058081e-17,1.3322676295501896e-15,-3.0,-2.04,-1.9999999999999998,12.0,17.0,245.0,123.0,34.0,14.352941176470589,12.19904131465009,2.0,9.829268292682928,2.813172606686427,65.0,57.0,61.0,4.0
105,0.9566172292852868,0.367271683635665,0.3688916983841252,0.37051171313258546,4.208872130698812,0.042585973916770214,0.05514849070117123,0.06771100748557224,17.34620870168203,58.97269100320918,0.0,0.162913,0.5,-4.129410053212306e-15,-5.918508220058081e-17,1.3322676295501896e-15,-3.0,-2.04,-1.9999999999999998,10.0,13.0,205.0,103.0,44.0,15.692307692307692,13.492930430326584,1.0,9.097087378640778,2.0504063679959565,57.0,45.0,51.0,6.0
106,0.9754383526853787,0.367271683635665,0.3688916983841252,0.37051171313258546,4.2017918171935325,0.05508570308512439,0.0810499276065424,0.1070141521279604,12.035030523662563,39.80698761596082,0.0,0.162913,0.5,-4.129410053212306e-15,-5.918508220058081e-17,1.3322676295501896e-15,-3.0,-2.04,-1.9999999999999998,12.0,13.0,241.0,121.0,44.0,18.46153846153846,12.357591155706585,3.0,9.107438016528926,2.376891688192316,62.0,58.0,60.0,2.0
107,0.8977369399155668,0.367271683635665,0.3688916983841252,0.37051171313258546,4.098634611660414,0.043913684010182585,0.1065057203698494,0.1690977567295162,8.429002093015336,30.053762939957412,0.0,0.162913,0.5,-4.129410053212306e-15,-5.918508220058081e-17,1.3322676295501896e-15,-3.0,-2.04,-1.9999999999999998,13.0,15.0,229.0,115.0,34.0,15.2,10.114016676540203,2.0,9.095652173913043,2.7313761877517004,62.0,52.0,57.0,5.0
