['overlapping.F1', 'overlapping.F1v', 'overlapping.F2', 'overlapping.F3', 'overlapping.F4', 'neighborhood.N1', 'neighborhood.N2', 'neighborhood.N3', 'neighborhood.N4', 'neighborhood.T1', 'neighborhood.LSCAvg', 'linearity.L1', 'linearity.L2', 'linearity.L3', 'dimensionality.T2', 'dimensionality.T3', 'dimensionality.T4', 'balance.C1', 'balance.C2', 'network.Density', 'network.ClsCoef', 'network.Hubs']
10,0.23274350174315,0.97620373939584,0.90719696969697,0.05,0.088,0.092,0.17360045929548,0.044,0.12,0.128,0.11522,0.265999839051642,0.266,0.252,250.0,250.0,1.0,0.835666147231853,1.56089815820204,0.127967935871743,0.652925143939758,0.30655521490747
11,0.457001470885373,1.15202299895285,0.90719696969697,0.05,0.088,0.092,0.181455531654503,0.05,0.162,0.122,0.104064,0.198451846014242,0.208,0.182,250.0,250.0,1.0,0.883721961491576,1.37196151729634,0.128048096192385,0.663319756507417,0.293838789438493
12,0.517705458050351,1.25917471207383,0.90719696969697,0.05,0.088,0.092,0.190502552632217,0.044,0.162,0.118,0.09274,0.199536818893453,0.224,0.18,250.0,250.0,1.0,0.932269191548067,1.20365277483957,0.127935871743487,0.673626711327524,0.27785874476419
13,0.877860969405486,1.77785946508495,0.90719696969697,0.05,0.088,0.118,0.191787360704442,0.058,0.146,0.128,0.089876,0.191348123307652,0.172,0.18,250.0,250.0,1.0,0.959442321107528,1.11796201223335,0.130268537074148,0.67502877612711,0.272538789451155
14,0.262128946739187,1.04539164442202,0.90719696969697,0.05,0.088,0.108,0.207910116205828,0.052,0.18,0.118,0.073356,0.184682041621243,0.316,0.304,250.0,250.0,1.0,0.993341812188054,1.01860344938957,0.128585170340681,0.698696606231228,0.238691711803168
15,0.39773744163698,1.1136994950883,0.90719696969697,0.05,0.088,0.088,0.16319461980202,0.048,0.13,0.14,0.129848,0.227999700915548,0.228,0.234,250.0,250.0,1.0,0.774508528661568,1.84065084992273,0.129843687374749,0.644663492040861,0.325149400933019
16,0.297228939939655,0.969464421445971,0.90719696969697,0.05,0.088,0.112,0.210204694485384,0.054,0.224,0.122,0.068308,0.198680816390366,0.298,0.25,250.0,250.0,1.0,0.996257296837528,1.01042202779207,0.129931863727455,0.707770850449391,0.205047059048319
17,0.253779489738739,1.01348319886729,0.90719696969697,0.05,0.088,0.092,0.166164990896313,0.054,0.136,0.13,0.126,0.238001349384908,0.238,0.238,250.0,250.0,1.0,0.791698500124885,1.75700831513708,0.128913827655311,0.645825455269181,0.319004214078719
18,0.956335656348021,1.93479319049767,0.90719696969697,0.05,0.088,0.088,0.189083318050504,0.04,0.136,0.132,0.091196,0.186174955611408,0.16,0.124,250.0,250.0,1.0,0.9580420222263,1.12224108658744,0.130452905811623,0.674212826895126,0.278283350024204
19,0.435241948839428,1.08496865040129,0.90719696969697,0.05,0.088,0.112,0.203517095559796,0.056,0.182,0.12,0.0784,0.202959314509701,0.278,0.234,250.0,250.0,1.0,0.982373382542263,1.04988602633694,0.128,0.688970144965097,0.250913390054677
20,1.96875727031864,3.33043704113632,0.958,0.04,0.088,0.108,0.195581725188545,0.054,0.104,0.138,0.088632,0.130662764146405,0.044,0.0620000000000001,250.0,250.0,1.0,0.838580099995485,1.54873175108066,0.136993987975952,0.662609859425524,0.339806523852102
21,0.789581433966166,1.51369035514462,0.958,0.04,0.088,0.112,0.199588670684257,0.054,0.116,0.18,0.08962,0.178280197173941,0.09,0.12,250.0,250.0,1.0,0.814432687944156,1.65257618198795,0.12937875751503,0.652717859836516,0.298634606104185
22,0.833715527864496,1.90041262982845,0.958,0.04,0.088,0.124,0.227135555503917,0.066,0.182,0.182,0.064544,0.189334762286605,0.146,0.154,250.0,250.0,1.0,0.962169633219318,1.10966903512177,0.124921843687375,0.676001977501583,0.231298855810544
23,0.00401921256150153,0.00412999324817716,0.958,0.04,0.088,0.172,0.25947937271756,0.11,0.254,0.19,0.05506,0.261999341740308,0.262,0.238,250.0,250.0,1.0,0.829749427786703,1.58590372163264,0.117995991983968,0.692551459659102,0.288629070129267
24,0.19642481745956,0.497417367454603,0.958,0.04,0.088,0.128,0.245843684997696,0.07,0.236,0.186,0.06,0.223840542986432,0.278,0.262,250.0,250.0,1.0,0.947551198741743,1.15476375170226,0.117194388777555,0.686062882304669,0.238217874931164
25,0.359622343670717,0.777969388443095,0.958,0.04,0.088,0.154,0.269342213131142,0.086,0.316,0.174,0.045224,0.219176115078341,0.306,0.286,250.0,250.0,1.0,0.999988458408895,1.00003200051201,0.114324649298597,0.735123863659033,0.186329900495087
26,0.341539431454796,0.987689561787999,0.958,0.04,0.088,0.166,0.240240110940418,0.092,0.222,0.178,0.058672,0.263279221463396,0.264,0.218,250.0,250.0,1.0,0.832722637493494,1.57328722002635,0.120665330661323,0.680934353505666,0.245327652648843
27,0.0337626250790117,0.117044537558707,0.958,0.04,0.088,0.154,0.293739447303622,0.084,0.316,0.174,0.040324,0.226026000558131,0.408,0.41,250.0,250.0,1.0,0.998048596316561,1.00542266288043,0.111783567134269,0.712649092655496,0.172289206958142
28,0.536437902007279,1.15991234859735,0.958,0.04,0.088,0.138,0.246737871412945,0.076,0.274,0.19,0.054664,0.213670905946193,0.24,0.234,250.0,250.0,1.0,0.99740158856774,1.00722601364914,0.117090180360721,0.707064802351455,0.192853294571093
29,0.809058040519006,1.79510551996115,0.958,0.04,0.088,0.12,0.221349399535793,0.046,0.164,0.19,0.068256,0.194692248579241,0.152,0.126,250.0,250.0,1.0,0.973242407434914,1.07654993687288,0.125114228456914,0.674030122793553,0.236101827870481
30,0.780546006328575,0.684580482963871,0.90719696969697,0.05,0.088,0.166,0.231908497391136,0.096,0.156,0.138,0.070116,0.131995419644021,0.132,0.148,250.0,250.0,1.0,0.562897791144963,3.36391565423824,0.134404809619238,0.649732500930252,0.43685320598545
31,0.226970060083227,0.364907116021129,0.868371212121212,0.08,0.126,0.22,0.323493932535066,0.114,0.324,0.198,0.03222,0.349997828457154,0.35,0.322,250.0,250.0,1.0,0.934068055375491,1.1978021978022,0.108729458917836,0.722313067507366,0.214702213256522
32,0.108259288401332,0.250936002732104,0.90719696969697,0.05,0.088,0.174,0.304853855231604,0.086,0.27,0.212,0.040528,0.319973228784678,0.32,0.34,250.0,250.0,1.0,0.904381457724494,1.29779411764706,0.112793587174349,0.676128619902059,0.241078032228581
33,0.327756468962125,0.72604386552079,0.90719696969697,0.05,0.088,0.178,0.323013781921362,0.104,0.248,0.192,0.034,0.331655589988571,0.332,0.326,250.0,250.0,1.0,0.916956726082241,1.25452709039752,0.118068136272545,0.685771752763571,0.297279438232817
34,0.235053994654483,0.542727109961207,0.90719696969697,0.05,0.088,0.226,0.334798876015867,0.12,0.368,0.204,0.03284,0.217131024947212,0.374,0.304,250.0,250.0,1.0,0.999988458408895,1.00003200051201,0.102220440881764,0.711638013123496,0.202804753184893
35,0.0265223652536233,0.0141753597912474,0.710227272727273,0.24,0.278,0.092,0.199300452479704,0.056,0.072,0.09,0.087124,0.0339999944628893,0.034,0.024,250.0,250.0,1.0,0.214071068104219,14.2234806966265,0.156280561122244,0.637710999826389,0.689542495447963
36,0.590045181571557,0.289861859925914,0.710227272727273,0.24,0.278,0.084,0.180015009337461,0.044,0.072,0.102,0.098852,0.0380000220982116,0.038,0.04,250.0,250.0,1.0,0.23304589256445,12.6776452565926,0.155350701402806,0.635470321146203,0.641345447998084
37,0.396728680588506,0.434272626038489,0.90719696969697,0.05,0.088,0.076,0.156736917449672,0.05,0.064,0.126,0.139964,0.0500008312367389,0.05,0.0639999999999999,250.0,250.0,1.0,0.286396957115956,9.52631578947368,0.152609218436874,0.629524585249116,0.533044472142588
38,0.184757066688114,0.286277059955181,0.90719696969697,0.05,0.088,0.244,0.323530945337319,0.14,0.386,0.194,0.033372,0.389978503123205,0.39,0.378,250.0,250.0,1.0,0.964799548505087,1.10172341319882,0.103038076152305,0.741900712617522,0.186321136583261
39,0.464318414585356,0.535386717599161,0.857603535353535,0.1,0.136,0.166,0.231272012410568,0.082,0.152,0.132,0.061828,0.0999997438057249,0.1,0.092,250.0,250.0,1.0,0.468995593589281,4.55555555555556,0.139567134268537,0.657260200146812,0.434753485216126
40,1.13431173089032,5.35237654032794,0.958,0.04,0.088,0.162,0.187059335602134,0.098,0.116,0.132,0.091028,0.0949239120052287,0.0580000000000001,0.086,250.0,250.0,1.0,0.995378438820226,1.01288244766506,0.132657314629259,0.678607609908617,0.23170765331096
41,0.099950419511377,0.256217180012602,0.958,0.04,0.088,0.164,0.24336071832349,0.082,0.238,0.16,0.059576,0.225994807310213,0.226,0.232,250.0,250.0,1.0,0.770972967900481,1.85838421257232,0.120929859719439,0.678984163652391,0.311119655676678
42,0.117404866469813,0.356008527556789,0.958,0.04,0.088,0.184,0.235426944752574,0.104,0.216,0.23,0.0711,0.22599474398764,0.226,0.242,250.0,250.0,1.0,0.770972967900481,1.85838421257232,0.121434869739479,0.644505761176323,0.282945978649531
43,0.29091938244491,0.772218327266341,0.958,0.04,0.088,0.184,0.301133918968683,0.09,0.288,0.174,0.03784,0.223079260013911,0.208,0.236,250.0,250.0,1.0,0.952195376625958,1.14026436545442,0.114909819639279,0.724431700503058,0.189941934726976
44,0.414848434745992,0.890716311288985,0.958,0.04,0.088,0.17,0.242600944272782,0.082,0.18,0.178,0.061396,0.229921960225851,0.23,0.232,250.0,250.0,1.0,0.778011303546538,1.82326369282891,0.124120240480962,0.67091532028399,0.268410945968656
45,0.0927198096496517,0.134234861281601,0.958,0.04,0.088,0.156,0.248337437695398,0.074,0.23,0.184,0.061652,0.275999939520286,0.276,0.254,250.0,250.0,1.0,0.849943112343072,1.50220193770518,0.116344689378758,0.678127932065927,0.269039819513975
46,0.728790830677769,2.40575332410219,0.958,0.04,0.088,0.19,0.285187893882496,0.088,0.224,0.216,0.043456,0.169226640374714,0.108,0.15,250.0,250.0,1.0,0.94433082595598,1.16491452917439,0.121410821643287,0.688099721277182,0.244557009098572
47,0.255941665715389,0.388483859573341,0.958,0.04,0.088,0.184,0.267090319416883,0.098,0.272,0.188,0.054472,0.363942477086491,0.364,0.38,250.0,250.0,1.0,0.945953476068912,1.15978989563895,0.115454909819639,0.675716825699852,0.253563090804877
48,0.423639390154566,1.66251375484958,0.875,0.12,0.164,0.23,0.295351506277877,0.122,0.27,0.168,0.044752,0.143544778637729,0.31,0.252,250.0,250.0,1.0,0.914926372779728,1.26142017186793,0.114244488977956,0.683042657062104,0.276843672963475
49,0.419642894655806,1.06210783441136,0.958,0.04,0.088,0.236,0.354240615761022,0.122,0.294,0.2,0.029588,0.205910603544254,0.264,0.254,250.0,250.0,1.0,0.976500468757824,1.0669698222406,0.111839679358717,0.690395341753838,0.243179535813752
50,0.279979751701781,0.937370009929447,0.90719696969697,0.05,0.088,0.188,0.23002747253662,0.106,0.17,0.182,0.072488,0.173975327802747,0.298,0.262,250.0,250.0,1.0,0.93758975080043,1.18642318658061,0.123182364729459,0.669219274187257,0.264213080916235
51,0.392433065577401,0.86135682468079,0.90719696969697,0.05,0.088,0.234,0.286001249151152,0.128,0.268,0.212,0.046408,0.215969606294022,0.29,0.232,250.0,250.0,1.0,0.976500468757824,1.0669698222406,0.115110220440882,0.678618308363888,0.236217044548264
52,0.311255975184995,0.892536115543528,0.90719696969697,0.05,0.088,0.148,0.261890833158072,0.076,0.196,0.158,0.052264,0.201476120228324,0.302,0.32,250.0,250.0,1.0,0.970950594454669,1.08333333333333,0.123190380761523,0.684882963547607,0.250972987372094
53,0.45261402557142,1.04315942036496,0.90719696969697,0.05,0.088,0.158,0.267109156234392,0.072,0.182,0.228,0.04972,0.210126967536626,0.248,0.218,250.0,250.0,1.0,0.960818175317104,1.11377164502165,0.121811623246493,0.675458186561898,0.244303316473405
54,0.458517981683299,0.942095210300407,0.90719696969697,0.05,0.088,0.268,0.350382271854777,0.132,0.308,0.288,0.032704,0.207387190013559,0.288,0.274,250.0,250.0,1.0,0.984990009845157,1.04235017319129,0.112537074148297,0.668394710080734,0.209287017227014
55,0.117777401867638,0.482741571763259,0.90719696969697,0.05,0.088,0.242,0.327809865995425,0.12,0.256,0.236,0.03722,0.337998694645307,0.338,0.346,250.0,250.0,1.0,0.92289197189233,1.23457694989185,0.109346693386774,0.672454279430426,0.233936875347204
56,0.475877197873413,0.882050505413043,0.90719696969697,0.05,0.088,0.168,0.261115125677667,0.1,0.26,0.17,0.051424,0.197176864172288,0.322,0.296,250.0,250.0,1.0,0.988148956306428,1.03331381352072,0.124184368737475,0.698460859218313,0.208784184345459
57,0.348300397125739,0.643554506192773,0.90719696969697,0.05,0.088,0.244,0.35151530093522,0.142,0.336,0.292,0.03042,0.213767829532339,0.342,0.298,250.0,250.0,1.0,0.99740158856774,1.00722601364914,0.105418837675351,0.707042929584112,0.186811431354924
58,0.262306105736501,0.611443403779935,0.90719696969697,0.05,0.088,0.166,0.307585865676653,0.066,0.304,0.24,0.03832,0.219684855223302,0.34,0.354,250.0,250.0,1.0,0.999896123463935,1.00028804147797,0.113354709418838,0.701954635262887,0.184656684705117
59,0.169014526672539,0.627989183661628,0.90719696969697,0.05,0.088,0.238,0.34120282592509,0.122,0.302,0.254,0.03346,0.200414625021252,0.34,0.304,250.0,250.0,1.0,0.999815327154921,1.00051213110556,0.115575150300601,0.695723212266269,0.19005707558609
60,1.70555462486476,3.03359108779014,0.958,0.04,0.088,0.192,0.270521381659913,0.13,0.138,0.202,0.05274,0.139857612620259,0.0639999999999999,0.0679999999999999,250.0,250.0,1.0,0.876346228915261,1.39941646191646,0.130845691382766,0.663312904757433,0.315928308333927
61,0.289166398029774,0.570211480281893,0.958,0.04,0.088,0.21,0.300227029603339,0.116,0.182,0.254,0.045748,0.213999942079668,0.214,0.242,250.0,250.0,1.0,0.749059344796977,1.97258091365247,0.120657314629259,0.637133724882345,0.277285807520158
62,0.805617449536275,1.85780213779575,0.958,0.04,0.088,0.232,0.302947199563376,0.124,0.232,0.224,0.043736,0.171853175097856,0.178,0.168,250.0,250.0,1.0,0.916956726082241,1.25452709039752,0.118933867735471,0.659595975352937,0.327500593877699
63,0.171121384888878,0.277314974006305,0.958,0.04,0.088,0.34,0.471968861625861,0.196,0.39,0.27,0.01674,0.40629093041619,0.408,0.396,250.0,250.0,1.0,0.975438352685378,1.07008479067303,0.101466933867735,0.698892963428488,0.184427117762463
64,1.30785600725496,2.61479798362529,0.958,0.04,0.088,0.232,0.271914944535165,0.122,0.158,0.21,0.052476,0.132386298974425,0.132,0.112,250.0,250.0,1.0,0.855450810560131,1.48015873015873,0.126781563126253,0.657997257327587,0.35579357594902
65,0.41424099606801,0.920363552436376,0.958,0.04,0.088,0.258,0.346956432111991,0.148,0.294,0.272,0.03136,0.216938186772533,0.252,0.252,250.0,250.0,1.0,0.964799548505087,1.10172341319882,0.111663326653307,0.696167322905754,0.200317859261006
66,0.776086594139309,1.4874464786139,0.958,0.04,0.088,0.204,0.275906333336146,0.122,0.192,0.246,0.052396,0.173226790377214,0.138,0.122,250.0,250.0,1.0,0.852711337032415,1.49108192670241,0.12285370741483,0.650400994678939,0.282709140228185
67,0.0202640495864343,0.0301251741248444,0.958,0.04,0.088,0.218,0.319661267623756,0.124,0.318,0.218,0.037376,0.397973932885542,0.398,0.392,250.0,250.0,1.0,0.969768640276374,1.08684619108833,0.109587174348697,0.698805255194584,0.224505767124725
68,0.716973947378367,1.63414246802433,0.958,0.04,0.088,0.204,0.299872316807428,0.108,0.26,0.24,0.04204,0.190688870919777,0.2,0.198,250.0,250.0,1.0,0.986616519848809,1.03768909754825,0.117066132264529,0.670498813790537,0.216687274805381
69,0.460031623427719,0.972681379041348,0.958,0.04,0.088,0.23,0.302541566989239,0.124,0.302,0.272,0.04118,0.21463314034338,0.284,0.268,250.0,250.0,1.0,0.99971144175281,1.00080032012805,0.113835671342685,0.703736889202518,0.19961392034904
70,0.314422179689035,0.34915981820381,0.90719696969697,0.05,0.088,0.26,0.283246822957575,0.16,0.25,0.262,0.0522,0.192005506365242,0.192,0.228,250.0,250.0,1.0,0.705636606460175,2.22297854785479,0.122517034068136,0.652963829903635,0.316023074586001
71,0.0842013264248887,0.193655888836522,0.90719696969697,0.05,0.088,0.342,0.435162591908134,0.214,0.368,0.31,0.021128,0.408041564373006,0.408,0.394,250.0,250.0,1.0,0.975438352685378,1.07008479067303,0.0982204408817635,0.691784528735271,0.211924726858169
72,0.171399283384501,0.335348330204074,0.868371212121212,0.08,0.126,0.226,0.339811968123054,0.108,0.276,0.284,0.0322,0.24600742744882,0.246,0.266,250.0,250.0,1.0,0.804876498544061,1.69565029867805,0.112769539078156,0.673600867303689,0.225746681342724
73,0.241820112659917,0.426396752025368,0.868371212121212,0.08,0.126,0.244,0.406247058328327,0.134,0.362,0.324,0.02334,0.213994454389832,0.214,0.232,250.0,250.0,1.0,0.749059344796977,1.97258091365247,0.112993987975952,0.656356392123022,0.31822371577496
74,0.101651947757007,0.13428005383088,0.90719696969697,0.05,0.088,0.238,0.324630597164874,0.136,0.264,0.25,0.038424,0.205999949681071,0.206,0.226,250.0,250.0,1.0,0.733766989530836,2.05690738793378,0.118076152304609,0.655494280422016,0.264040078693626
75,1.28313188109609,1.7066393534546,0.788825757575757,0.16,0.202,0.204,0.273326418877721,0.124,0.158,0.178,0.057776,0.145249317304846,0.204,0.16,250.0,250.0,1.0,0.808092783224559,1.68102264927934,0.128705410821643,0.661591884679301,0.383247409984127
76,0.0341932146608972,0.0492009617682941,0.90719696969697,0.05,0.088,0.282,0.402749029667795,0.168,0.276,0.306,0.024576,0.161999884620441,0.162,0.152,250.0,250.0,1.0,0.639072792754721,2.6830784643036,0.121899799599198,0.655152999492604,0.485951368252941
77,0.0947945206883781,0.148109246454247,0.90719696969697,0.05,0.088,0.202,0.278356675050109,0.11,0.242,0.21,0.048144,0.191999247231612,0.192,0.156,250.0,250.0,1.0,0.705636606460175,2.22297854785479,0.123535070140281,0.668114252404547,0.309342492466938
78,0.469834900895049,0.999480741877617,0.90719696969697,0.05,0.088,0.258,0.336499742814596,0.15,0.274,0.276,0.0367,0.214347961636513,0.274,0.192,250.0,250.0,1.0,0.999434389624024,1.00156923027654,0.111743486973948,0.675753053548486,0.237948681820058
79,0.0459214629612898,0.0894567436416493,0.90719696969697,0.05,0.088,0.248,0.400194372314093,0.148,0.338,0.316,0.024296,0.443587732571151,0.444,0.432,250.0,250.0,1.0,0.99093240356837,1.02540670166569,0.100961923847695,0.711499120697699,0.156930247669658
80,0.364957251975477,0.749253405220323,0.958,0.04,0.088,0.262,0.354680982676862,0.15,0.262,0.32,0.03184,0.273974688599486,0.274,0.286,250.0,250.0,1.0,0.847146008145988,1.51352275240795,0.112913827655311,0.664345259251395,0.219856129464869
81,1.77307623285652,3.74556278118438,0.958,0.04,0.088,0.144,0.29870570074412,0.08,0.146,0.188,0.047072,0.124481180411376,0.0679999999999999,0.124,250.0,250.0,1.0,0.904381457724494,1.29779411764706,0.132328657314629,0.66222775347135,0.387133786336717
82,0.253847025571021,0.598003754065398,0.958,0.04,0.088,0.208,0.273051504288667,0.132,0.22,0.272,0.057444,0.231979754083485,0.232,0.2,250.0,250.0,1.0,0.781481493238642,1.80621408045977,0.123022044088176,0.636861525224614,0.290253225523342
83,0.0918794466060378,0.278096164194515,0.958,0.04,0.088,0.34,0.513232521512973,0.192,0.37,0.316,0.013928,0.351962409482856,0.352,0.366,250.0,250.0,1.0,0.935841553032522,1.19205948372615,0.0944128256513026,0.677252805019738,0.307902781430818
84,0.256138656563226,0.624635142036597,0.958,0.04,0.088,0.31,0.447367780750204,0.17,0.336,0.346,0.019868,0.301853116929412,0.302,0.326,250.0,250.0,1.0,0.883721961491576,1.37196151729634,0.106533066132265,0.662358727836238,0.267798995989147
85,0.257343212249057,1.03649114672974,0.958,0.04,0.088,0.28,0.376119770582003,0.18,0.326,0.292,0.028908,0.231410893967248,0.164,0.232,250.0,250.0,1.0,0.999584463931398,1.00115266393443,0.109891783567134,0.663183232332168,0.22099847841413
86,0.253240060039679,0.569972704125023,0.958,0.04,0.088,0.282,0.361006586304179,0.188,0.324,0.3,0.03234,0.222947858407298,0.328,0.326,250.0,250.0,1.0,0.994904169299888,1.01421228186081,0.112705410821643,0.686286036115316,0.200677217181049
87,0.29094706597465,0.662492851176539,0.958,0.04,0.088,0.278,0.381390269317811,0.168,0.25,0.22,0.02718,0.292004204026623,0.292,0.292,250.0,250.0,1.0,0.87129078401036,1.41854345638882,0.111543086172345,0.681632888354512,0.266699971764274
88,0.0938647620235463,0.284816375401068,0.958,0.04,0.088,0.208,0.25635077266942,0.11,0.236,0.19,0.059708,0.279997427286078,0.28,0.302,250.0,250.0,1.0,0.855450810560131,1.48015873015873,0.116633266533066,0.664105608488452,0.261190196616017
89,0.0504836769730664,0.0951680246824485,0.958,0.04,0.088,0.264,0.419572117296293,0.138,0.392,0.276,0.021508,0.275370497588229,0.382,0.38,250.0,250.0,1.0,0.999261214022784,1.00205009930168,0.0952625250501002,0.711447765240647,0.15983558858256
90,0.262857914136409,0.653350530497204,0.90719696969697,0.05,0.088,0.232,0.262931915891895,0.122,0.238,0.24,0.060616,0.293991246286685,0.294,0.278,250.0,250.0,1.0,0.873832407750743,1.40889556955927,0.116296593186373,0.648844555314675,0.27069528985481
91,0.347624495609531,0.651488160608284,0.90719696969697,0.05,0.088,0.3,0.432794837682387,0.174,0.352,0.406,0.022136,0.221891549808673,0.338,0.326,250.0,250.0,1.0,0.998603020237809,1.00387951073278,0.1054749498998,0.693420962881825,0.188089861397905
92,0.126115459540174,0.436950391231402,0.90719696969697,0.05,0.088,0.296,0.422597455924587,0.164,0.342,0.308,0.021432,0.21112907188188,0.378,0.312,250.0,250.0,1.0,0.997736670342035,1.006291730868,0.103647294589178,0.689198989951216,0.179369171738222
93,0.0340402152989029,0.071089429893006,0.90719696969697,0.05,0.088,0.398,0.541349988635773,0.24,0.414,0.374,0.013536,0.251524006032089,0.446,0.45,250.0,250.0,1.0,0.99740158856774,1.00722601364914,0.0880561122244489,0.693506306133,0.145740688771571
94,0.306140454224321,0.70863432260544,0.90719696969697,0.05,0.088,0.25,0.399061738379142,0.15,0.256,0.256,0.024028,0.208326437176709,0.346,0.312,250.0,250.0,1.0,0.998845535995202,1.00320512820513,0.113330661322645,0.692223007836011,0.191237854091326
95,0.163379277953366,0.457608432684352,0.90719696969697,0.05,0.088,0.382,0.505347552023648,0.23,0.324,0.406,0.015372,0.216757091306277,0.372,0.304,250.0,250.0,1.0,0.998337376521882,1.00461864134967,0.102541082164329,0.680268466368689,0.16334948710569
96,0.297732612004072,0.617283648186021,0.90719696969697,0.05,0.088,0.294,0.409469101854685,0.174,0.332,0.298,0.024416,0.232148626440337,0.278,0.25,250.0,250.0,1.0,0.976500468757824,1.0669698222406,0.107238476953908,0.705211525716531,0.175483171032413
97,0.531597874549536,1.07397982620364,0.90719696969697,0.05,0.088,0.224,0.310041045031172,0.124,0.218,0.248,0.041508,0.20353537528351,0.268,0.242,250.0,250.0,1.0,0.989587521222056,1.02922077922078,0.115310621242485,0.672684275949887,0.237950332111638
98,0.255104688895156,0.631237815075943,0.90719696969697,0.05,0.088,0.282,0.375628993021062,0.166,0.268,0.352,0.03052,0.222301139604681,0.282,0.232,250.0,250.0,1.0,0.94433082595598,1.16491452917439,0.111478957915832,0.665952158238099,0.218681967647552
99,0.0194384996785244,0.0349457938625213,0.90719696969697,0.05,0.088,0.338,0.474809225317392,0.218,0.298,0.386,0.018488,0.199998273665048,0.2,0.19,250.0,250.0,1.0,0.721928094887362,2.125,0.113963927855711,0.653760824447148,0.345893924671038
100,2.26494019353035,5.03938617363469,0.958,0.04,0.088,0.206,0.297304059581753,0.122,0.098,0.174,0.048036,0.0853874792537748,0.096,0.07,250.0,250.0,1.0,0.914926372779728,1.26142017186793,0.136841683366733,0.665437433726482,0.379292305015168
101,0.375180497927221,0.828811849374204,0.958,0.04,0.088,0.316,0.385989697576554,0.204,0.324,0.3,0.028176,0.185411167871828,0.302,0.278,250.0,250.0,1.0,0.916956726082241,1.25452709039752,0.108609218436874,0.670493622227198,0.220208655152326
102,0.160858783181974,0.485697350559987,0.958,0.04,0.088,0.434,0.593027578823835,0.258,0.424,0.438,0.01042,0.22325434510784,0.32,0.354,250.0,250.0,1.0,0.999953833266239,1.00012800819252,0.0906372745490982,0.686030821274197,0.164525480015325
103,0.143493360756478,0.27661716018353,0.958,0.04,0.088,0.332,0.471997551544376,0.2,0.288,0.324,0.018344,0.229992282893513,0.23,0.23,250.0,250.0,1.0,0.778011303546538,1.82326369282891,0.110148296593186,0.638919300308687,0.365065429621404
